replication,scenario,liters,operation_h,pause_h,monitored_h,efficiency
66,baseline,200950.67818037645,97.88137916666652,131.72382972222218,229.60520888888874,0.4263029555833534
66,s1_5s_visual,205321.0928536809,99.84791988689926,129.75728900198948,229.60520888888874,0.4348678340969955
66,s2_tpm,243712.94842893214,119.01393059934254,110.59127828954621,229.60520888888874,0.5183415967576595
66,s3_integrated,266537.7846142613,129.7717594600661,99.83344942882258,229.60520888888874,0.5651951891164004
67,baseline,217846.97935898055,100.88618583333326,147.44126527777775,248.32745111111092,0.40626272037960487
67,s1_5s_visual,223928.20342019576,103.3592543540286,144.9681967570823,248.32745111111092,0.4162216214581199
67,s2_tpm,260949.1575983878,119.96748258363583,128.35996852747516,248.32745111111092,0.48310197703417784
67,s3_integrated,288127.81243988744,131.18518137414225,117.14226973696871,248.32745111111092,0.5282749884765866
68,baseline,213103.67599485698,99.63423361111101,126.22069277777773,225.8549263888887,0.44114261842380903
68,s1_5s_visual,217958.53665005098,101.6098930834832,124.2450333054056,225.8549263888887,0.4498900896610332
68,s2_tpm,258438.7828643616,119.86185493601171,105.99307145287698,225.8549263888887,0.5307028580356372
68,s3_integrated,282584.51445428137,130.27368506565503,95.58124132323366,225.8549263888887,0.5768024950730676
69,baseline,230647.24381573405,103.8703927777777,152.37596583333323,256.2463586111109,0.4053536344507252
